package,package_rank,before_file_path,after_file_path,function,kind,bugfix_commit,bugfix_message,bugfix_commit_date,bugfix_before_complexity,bugfix_after_complexity,bugfix_complexity_delta,bugfix_complexity_category
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"simd_logical_or_u8( vec_u8 a , vec_u8 b)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,simd_any_u8( vec_u8 v),function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,simd_all_u8( vec_u8 v),function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"BinaryLogicalTraits::simd_op( vec_u8 a , vec_u8 b)",method,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"BinaryLogicalTraits::reduce( vec_u8 a , vec_u8 b)",method,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,UnaryLogicalTraits::simd_op( vec_u8 v),method,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"simd_binary_logical_BOOL( npy_bool * op , npy_bool * ip1 , npy_bool * ip2 , npy_intp len)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,5.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"simd_reduce_logical_BOOL( npy_bool * op , npy_bool * ip , npy_intp len)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,9.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"simd_unary_logical_BOOL( npy_bool * op , npy_bool * ip , npy_intp len)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,5.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"run_binary_simd_logical_BOOL( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,4.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"run_reduce_simd_logical_BOOL( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,4.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"run_unary_simd_logical_BOOL( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,4.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"BOOL_binary_func_wrapper( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,2.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"BOOL_binary_reduce_wrapper( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,14.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"BOOL_logical_op_wrapper( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,2.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"NPY_CPU_DISPATCH_CURFX( BOOL_logical_and)( char ** args , npy_intp const * dimensions , npy_intp const * steps , * NPY_UNUSED(func))",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"NPY_CPU_DISPATCH_CURFX( BOOL_logical_or)( char ** args , npy_intp const * dimensions , npy_intp const * steps , * NPY_UNUSED(func))",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"BOOL_func_wrapper( char ** args , npy_intp const * dimensions , npy_intp const * steps)",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,2.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"NPY_CPU_DISPATCH_CURFX( BOOL_logical_not)( char ** args , npy_intp const * dimensions , npy_intp const * steps , * NPY_UNUSED(func))",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/_core/src/umath/loops_logical.dispatch.cpp,numpy/_core/src/umath/loops_logical.dispatch.cpp,"NPY_CPU_DISPATCH_CURFX( BOOL_absolute)( char ** args , npy_intp const * dimensions , npy_intp const * steps , * NPY_UNUSED(func))",function,bea458cb6a13024616c193820202bec6c7a0873f,[...]; * fix compile error; * fix compile error [2]; * fix compile error [3]; [...]; * fix compile error [4]; * fix compile error [5]; [...]; * fix compile error [6]; [...],2025-03-12T12:05:26-07:00,,1.0,,New function
numpy,1,numpy/lib/_format_impl.py,numpy/lib/_format_impl.py,read_array,function,d8cba36355835bec08b9268946ebbca115f76a8c,[...]; * BUG: Ensure ``lib._format_impl.read_array`` handles file reading errors.; [...]; * TST: fix some issues in ``test_file_truncated``; [...],2025-03-09T11:52:37+01:00,11.0,12.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/ctors.c,numpy/_core/src/multiarray/ctors.c,PyArray_FromInterface( PyObject * origin),function,7f0ebda13dcc004114a03de9a6ffd0bf24cb727f,BUG: sanity check ``__array_interface__`` number of dimensions (#28407); [...],2025-03-06T08:21:30+01:00,53.0,54.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/ctors.c,numpy/_core/src/multiarray/ctors.c,"PyArray_CheckFromAny_int( PyObject * op , PyArray_Descr * in_descr , PyArray_DTypeMeta * in_DType , int min_depth , int max_depth , int requires , PyObject * context)",function,01e98f1098a8a40df80bda98a3e8ea714b979010,BUG: Fix searchsorted and CheckFromAny byte-swapping logic; * BUG: Fix searchsorted and CheckFromAny byte-swapping logic; This closes gh-28190 and fixes another issue in the initial code; that triggered the regression.; [...],2025-03-05T15:48:44-05:00,9.0,10.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/item_selection.c,numpy/_core/src/multiarray/item_selection.c,"PyArray_SearchSorted( PyArrayObject * op1 , PyObject * op2 , NPY_SEARCHSIDE side , PyObject * perm)",function,01e98f1098a8a40df80bda98a3e8ea714b979010,BUG: Fix searchsorted and CheckFromAny byte-swapping logic; * BUG: Fix searchsorted and CheckFromAny byte-swapping logic; This closes gh-28190 and fixes another issue in the initial code; that triggered the regression.; [...],2025-03-05T15:48:44-05:00,16.0,16.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/compiled_base.c,numpy/_core/src/multiarray/compiled_base.c,"arr_bincount( PyObject * NPY_UNUSED(self) , PyObject * const * args , Py_ssize_t len_args , PyObject * kwnames)",function,d014c169050edabf545066e31cba41904373f6b5,"BUG: safer bincount casting (#28355); * BUG: safer bincount casting; * Fixes #28354; [...]; * MAINT, BUG: PR 28355 revisions; [...]; * MAINT, BUG: PR 28355 revisions; [...]",2025-03-03T15:31:30+01:00,26.0,29.0,3.0,Increase
numpy,1,numpy/_core/src/multiarray/item_selection.c,numpy/_core/src/multiarray/item_selection.c,"PyArray_Choose( PyArrayObject * ip , PyObject * op , PyArrayObject * out , NPY_CLIPMODE clipmode)",function,cdb44f733c997d07a0b165818ea1ea868e417b99,BUG: Remove unnecessary copying and casting from out array in choose (#28206); [...],2025-02-26T11:24:42+01:00,31.0,34.0,3.0,Increase
numpy,1,numpy/_core/src/multiarray/item_selection.c,numpy/_core/src/multiarray/item_selection.c,PyArray_Nonzero( PyArrayObject * self),function,194acb71b82ee9e6eb9e8bde80eecff8c07e2815,fix one more buffer overflow,2025-02-20T19:35:21+01:00,39.0,41.0,2.0,Increase
numpy,1,numpy/_core/src/multiarray/item_selection.c,numpy/_core/src/multiarray/item_selection.c,PyArray_Nonzero( PyArrayObject * self),function,cc70771d9e358b15b470eb5649e27006bc125b4f,fix buffer overflow,2025-02-20T17:06:20+01:00,39.0,39.0,0.0,No change
numpy,1,numpy/lib/_npyio_impl.py,numpy/lib/_npyio_impl.py,_read,function,9159ed17927338b9abd7a0bb0e17104d43121872,"BUG: numpy.loadtxt reads only 50000 lines when skip_rows >= max_rows (#28319); * fixed bug in function _read in numpy/lib/_npyio_impl.py, misnamed variable skiplines as skiprows; added test in numpy/lib/tests/test_loadtxt.py; * fixed sintax in test_loadtxt.py; [...]; * fixed bug in use of tmpdir in loadtxt test; [...]",2025-02-18T15:48:48+01:00,43.0,43.0,0.0,No change
numpy,1,numpy/lib/_function_base_impl.py,numpy/lib/_function_base_impl.py,meshgrid,function,52eea8d48ae98bebca251a4acc205f986f905bd5,DOC: fix typo (#28350),2025-02-17T18:43:21-08:00,8.0,8.0,0.0,No change
numpy,1,numpy/linalg/_linalg.py,numpy/linalg/_linalg.py,_multi_svd_norm,function,660e287f8e4ded698d4d4f9d60c15557451903e0,BUG: Fix linalg.norm to handle empty matrices correctly.,2025-02-17T14:48:51-05:00,1.0,1.0,0.0,No change
numpy,1,numpy/linalg/_linalg.py,numpy/linalg/_linalg.py,norm,function,660e287f8e4ded698d4d4f9d60c15557451903e0,BUG: Fix linalg.norm to handle empty matrices correctly.,2025-02-17T14:48:51-05:00,36.0,36.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"create_casting_impl( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,5895197193df12f87be1993a7fe5587d96a83c77,MAINT: fix indentation and clarify comment,2025-02-07T15:26:37-07:00,12.0,12.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"ensure_castingimpl_exists( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,52da2b9548d8eef39e7cdac40ee4931d7b2e3364,BUG: fix reference counting error,2025-02-07T12:53:57-07:00,10.0,10.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"PyArray_GetCastingImpl( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,8f53a127a9b48c929a488519d597d6aae8d956cd,BUG: fix data race setting up within dtype cats for legacy user dtypes,2025-02-06T14:46:05-07:00,4.0,5.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/dtypemeta.c,numpy/_core/src/multiarray/dtypemeta.c,"dtypemeta_wrap_legacy_descriptor( _PyArray_LegacyDescr * descr , PyArray_ArrFuncs * arr_funcs , PyTypeObject * dtype_super_class , const char * name , const char * alias)",function,8f53a127a9b48c929a488519d597d6aae8d956cd,BUG: fix data race setting up within dtype cats for legacy user dtypes,2025-02-06T14:46:05-07:00,21.0,22.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"ensure_castingimpl_exists( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,83f18730c09cae737664fe86c49ebf38c94f8a91,BUG: fix logic error in ensure_castingimpl_exists,2025-02-06T14:46:05-07:00,9.0,10.0,1.0,Increase
numpy,1,numpy/lib/_iotools.py,numpy/lib/_iotools.py,NameValidator.__init__,method,f76c61e3746efc7919a018ad3127c849c3513f75,BUG: Prevent class-bound attr mutation in ``lib._iotools.NameValidator``,2025-02-06T21:53:13+01:00,8.0,8.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"create_casting_impl( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,6f7f21e80778c80c36fca774430d1707d3852f4e,BUG: fix race initializing legacy dtype casts,2025-02-06T12:04:03-07:00,19.0,12.0,-7.0,Decrease
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"ensure_castingimpl_exists( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,6f7f21e80778c80c36fca774430d1707d3852f4e,BUG: fix race initializing legacy dtype casts,2025-02-06T12:04:03-07:00,,9.0,,New function
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"PyArray_GetCastingImpl( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,6f7f21e80778c80c36fca774430d1707d3852f4e,BUG: fix race initializing legacy dtype casts,2025-02-06T12:04:03-07:00,19.0,4.0,-15.0,Decrease
numpy,1,numpy/_core/src/multiarray/stringdtype/dtype.c,numpy/_core/src/multiarray/stringdtype/dtype.c,"as_pystring( PyObject * scalar , int coerce)",function,a233d550b1f8a19adf079b7f063788ba21723c3e,BUG: fix incorrect bytes to stringdtype coercion,2025-02-04T16:23:32-07:00,4.0,6.0,2.0,Increase
numpy,1,numpy/_core/src/umath/ufunc_object.c,numpy/_core/src/umath/ufunc_object.c,"ufunc_at( PyUFuncObject * ufunc , PyObject * args)",function,003c377998980d7bd8544e6e44c52cada0f60c44,BUG: fix resource cleanup order in ufunc.at impl,2025-02-04T12:12:18-07:00,45.0,45.0,0.0,No change
numpy,1,numpy/_core/src/common/npy_atomic.h,numpy/_core/src/common/npy_atomic.h,npy_atomic_load_uint8( const npy_uint8 * obj),function,32a6b53aadc17bd00afd1c19a72d2961c11e2452,BUG: Add cpp atomic support (#28234); * BUG: add C++ support to npy_atomic.h; [...],2025-01-27T10:09:02-07:00,5.0,5.0,0.0,No change
numpy,1,numpy/_core/src/common/npy_atomic.h,numpy/_core/src/common/npy_atomic.h,npy_atomic_load_ptr( const * obj),function,32a6b53aadc17bd00afd1c19a72d2961c11e2452,BUG: Add cpp atomic support (#28234); * BUG: add C++ support to npy_atomic.h; [...],2025-01-27T10:09:02-07:00,9.0,9.0,0.0,No change
numpy,1,numpy/_core/src/common/npy_atomic.h,numpy/_core/src/common/npy_atomic.h,"npy_atomic_store_uint8( npy_uint8 * obj , npy_uint8 value)",function,32a6b53aadc17bd00afd1c19a72d2961c11e2452,BUG: Add cpp atomic support (#28234); * BUG: add C++ support to npy_atomic.h; [...],2025-01-27T10:09:02-07:00,4.0,4.0,0.0,No change
numpy,1,numpy/_core/src/common/npy_atomic.h,numpy/_core/src/common/npy_atomic.h,"npy_atomic_store_ptr( * obj , * value)",function,32a6b53aadc17bd00afd1c19a72d2961c11e2452,BUG: Add cpp atomic support (#28234); * BUG: add C++ support to npy_atomic.h; [...],2025-01-27T10:09:02-07:00,4.0,4.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"float_to_string( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,d33cea1972b027c8931a3e9519a1aadb104e4445,BUG: handle case when StringDType na_object ia nan in float to string cast,2025-01-24T14:10:22-07:00,3.0,7.0,4.0,Increase
numpy,1,numpy/_core/src/multiarray/dragon4.c,numpy/_core/src/multiarray/dragon4.c,"FormatPositional( char * buffer , npy_uint32 bufferSize , BigInt * mantissa , npy_int32 exponent , char signbit , npy_uint32 mantissaBit , npy_bool hasUnequalMargins , DigitMode digit_mode , CutoffMode cutoff_mode , npy_int32 precision , npy_int32 min_digits , TrimMode trim_mode , npy_int32 digits_left , npy_int32 digits_right)",function,12565276762af26bd57149b2ad99b5f1b6b6f7a0,BUG: Fix ``from_float_positional`` errors for huge pads (#28149); [...]; * BUG: fixed pad_left and pad_right causing overflow if too large; * TST: added overflow test and fixed formatting; * BUG: fixed overflow checks and simplified error handling; * BUG: rewritten excpetion message and fixed overflow check; [...],2025-01-21T09:17:09+01:00,48.0,48.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/item_selection.c,numpy/_core/src/multiarray/item_selection.c,"PyArray_Repeat( PyArrayObject * aop , PyObject * op , int axis)",function,d8efc289328281bd6edb30a77afb8979bb439d5c,BUG: avoid data race in PyArray_Repeat,2025-01-20T13:26:57-07:00,16.0,17.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/abstractdtypes.h,numpy/_core/src/multiarray/abstractdtypes.h,typenum_to_dtypemeta( enum NPY_TYPES typenum),function,0d46409f5222679bb90810c8697b791ed1c7f599,Move typenum_to_dtypemeta->dtypemeta.h; fix npy_gil_warning declaration,2025-01-16T12:30:53-08:00,1.0,,,Deleted or renamed
numpy,1,numpy/_core/src/multiarray/dtypemeta.h,numpy/_core/src/multiarray/dtypemeta.h,typenum_to_dtypemeta( enum NPY_TYPES typenum),function,0d46409f5222679bb90810c8697b791ed1c7f599,Move typenum_to_dtypemeta->dtypemeta.h; fix npy_gil_warning declaration,2025-01-16T12:30:53-08:00,,1.0,,New function
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"string_to_int( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,44fa72eb9176efe29489f3540632af38349f0f9e,Fix the overflow handling for string to int,2025-01-16T12:30:19-08:00,12.0,6.0,-6.0,Decrease
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,make_s2type_name( NPY_TYPES typenum),function,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,1.0,2.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,getStringToIntCastSpec(),function,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,1.0,1.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,getStringToFloatCastSpec(),function,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,1.0,1.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"get_cast_spec( const char * name , NPY_CASTING casting , NPY_ARRAYMETHOD_FLAGS flags , PyArray_DTypeMeta ** dtypes , PyType_Slot * slots)",function,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,,3.0,,New function
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,typenum_to_shortname( NPY_TYPES typenum),function,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,27.0,29.0,2.0,Increase
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"get_cast_spec( std :: string name , NPY_CASTING casting , NPY_ARRAYMETHOD_FLAGS flags , PyArray_DTypeMeta ** dtypes , PyType_Slot * slots)",method,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,3.0,,,Deleted or renamed
numpy,1,numpy/_core/src/multiarray/stringdtype/dtype.c,numpy/_core/src/multiarray/stringdtype/dtype.c,init_string_dtype(),function,8b0a5123f8e32665baf356e42d1b6e4db0dc0f24,Fix cast name generation,2025-01-16T12:30:19-08:00,5.0,5.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"string_to_float( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,5.0,6.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"string_to_float<npy_float64,NPY_DOUBLE>( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,3.0,3.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"string_to_float<npy_longdouble,NPY_LONGDOUBLE>( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,8.0,8.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,getStringToFloatCastSpec(),function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,1.0,1.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,is_inf( T x),function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,,1.0,,New function
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,get_casts(),function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,10.0,10.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"string_to_float<npy_float64,NPY_DOUBLE,nullptr,nullptr>( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,3.0,3.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,"string_to_float<npy_longdouble,NPY_LONGDOUBLE,nullptr,nullptr>( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,8.0,8.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/casts.cpp,numpy/_core/src/multiarray/stringdtype/casts.cpp,is_inf( TNpyType x),function,97553caef79c817eca8ab9070ffb8b8b310ebc5f,Fix issue with math.h isinf giving wrong results; use std::isinf,2025-01-16T12:30:19-08:00,1.0,1.0,0.0,No change
